Tip,chinese_name,episode,movie_name,ranking,score,score_num,summary
"
10话 / 2016年1月13日 / 金﨑貴臣 / 暁なつめ / 菊田幸一 ",为美好的世界献上祝福！,10,この素晴らしい世界に祝福を！,824,7.5,(5565人评分),　　热爱游戏的家里蹲少年·佐藤和真的人生，因交通事故（!?）而轻易闭幕……本该是这样，但当他醒来之时，眼前有一位自称是女神的美少女。“喂，我有点好事要告诉你。要去异世界吗？只带一样你喜欢的东西没问题喔。”“那，我就带着你好了。”由此开始，在异世界转生的和真的魔王讨伐大冒险开始了……虽然是这么想的，但他却为了获得衣食住行而开始劳动！想要平稳度日的和真，却由于女神引起的各种问题，而终于被魔王军盯上了!? 
"
1话 / 2018年2月24日 / Iorph ",朝花夕誓——于离别之朝束起约定之花,1,さよならの朝に約束の花をかざろう,833,7.5,(3039人评分),"经为流逝的日月。纬为人们的生业。,
住在远离尘嚣的土地，一边将每天的事情编织成名为希比欧的布，一边静静生活的伊欧夫人民。在15岁左右外表就停止成长，拥有数百年寿命的他们，被称为“离别的一族”，并被视为活着的传说。没有双亲的伊欧夫少女玛奇亚，过着被伙伴包围的平稳日子，却总感觉“孤身一人”。他们的这种日常，一瞬间就崩溃消失。追求伊欧夫的长寿之血，梅萨蒂军乘坐着名为雷纳特的古代兽发动了进攻。在绝望与混乱之中，伊欧夫的第一美女蕾莉亚被梅萨蒂带走，而玛奇亚暗恋的少年克里姆也失踪了。玛奇亚虽然总算逃脱了，却失去了伙伴和归去之地……。,
玛奇亚怀着空虚的心灵在黑暗的森林中徘徊。如同被召唤一般，她在那里遇到了刚刚失去双亲的“孤身一人”的婴儿。逐渐成长为少年的艾瑞尔。即使时间流逝也仍然保持少女样貌的玛奇亚。在同样的季节中，经过着不同的时间。在变化的时代当中，两人的牵绊逐渐变化着色调——。,
两名孤身一人之人的相遇，编织出无可替代的时间的故事。"
"
4话 / 2013年10月2日 ",精灵宝可梦 起源,4,ポケットモンスター THE ORIGIN,834,7.5,(735人评分),"『ポケットモンスター』シリーズ最新作『ポケットモンスター Ｘ・Ｙ』が10月12日（土）に発売されることを記念し、シリーズの原点となる最初の作品『ポケットモンスター 赤・緑』の世界を初めて描く、オリジナルアニメーション『ポケットモンスター ジ・オリジン』の放送が決定したよ！,
,
10月12日（土）の『ポケットモンスター Ｘ・Ｙ』の発売に先駆け、10月2日（水）に、テレビ東京系列で、19時から特別番組として放送！,
"
"
13话 / 2016年7月4日 / 藤原佳幸 / 得能正太郎 / 菊池愛 ",13,2016年7月4日,NEW GAME!,835,7.5,(4029人评分),"高中毕业后，进入了曾制作自己自幼便入迷的游戏的制作公司“Eagle Jump”的青叶，在那里与担任这款游戏角色设计师的八神光相遇了。,
开始在憧憬的人手下工作的青叶，虽然对于第一次的工作感到困惑，但在以光为首的充满个性的前辈社员的帮助下一点一点地成长着。,
描绘在游戏公司工作的女孩子们的日常的工作女孩喜剧，现在开幕！"
"
1话 / 2012-09-25 ",蝙蝠侠 黑暗骑士归来（上）,1,"Batman: The Dark Knight Returns, Part 1",836,7.6,(153人评分),"　　阴云密布的高谭市，自蝙蝠侠消失的十年里，变种人团伙为非作歹，变本加厉，将这座繁华城市变成充满恐怖和凶杀的罪恶王国。嫉恶如仇的吉姆·戈登探长（大卫·塞尔比 David Selby 配音）行将退休，却不免成为变种人下一个袭击的目标。随着双面人哈维·登特（韦德·威廉姆斯 Wade Williams 配音）走出精神病院，高谭市被带入更加阴冷的黑暗之中。与此同时，富翁布鲁斯·韦恩（彼得·威勒 Peter Weller 配音）置身事外，享受着养尊处优的上流生活。而旧日记忆的复苏，一步步引导着他再次拿起搁置已久的战斗服。夜幕降临，老态龙钟的蝙蝠侠穿梭城市的阴暗角落，以无情的手段惩治恶徒。 ,
　　正义战士归来，正邪之争日趋白热化……"
"
1话 / 1994年3月12日 ",灌篮高手 剧场版,1,スラムダンク,837,7.5,(282人评分),湘北対陵南的練習試合之后，湘北vs武園的比赛，也是樱木花道和国中时情敌的对决……
"
1话 / 2005年7月23日 / 荒川弘 ",钢之炼金术师 香巴拉的征服者,1,鋼の錬金術師 シャンバラを征く者,838,7.5,(1997人评分),"背景是1923年的德国慕尼黑。此时的德国正要面对着第一次世界大战战败后所产生的恶性通货膨胀。,
,
爱德去到一个无法使用炼金术的世界（即现实世界），为了寻找回到他原来世界的线索，便与他弟弟相似的另一个青年阿尔冯斯·海德利西一起做火箭的研究，但对爱德而言，漫长的两年时光过去，相对地，能找出回到原来世界的机会也越来越渺茫。,
,
一日，与阿尔冯斯一同前往嘉年华会的爱德遇到了一位名为“诺雅”吉普赛的女性。拥有不可思议力量的她，有着只要借由接触对方就能看见被接触者的内心及想法的能力。她是被当时德国人称为“次等民族”的吉普赛人中的一员，她们自称“洛玛”。,
,
由于她的出现，使得爱德被卷入当时纳粹外围组织“杜利协会”正要发起的计划，即寻找并入侵一个名为香巴拉的国度，同时也意味着炼金术世界将面临危机。"
"
51话 / 2015年4月4日 ",美妙天堂 第二期,51,プリパラ 2nd season,839,7.6,(89人评分),"时隔不久，「美妙天堂」的新地区开放了！,
在被取名为「梦幻剧场」的表演会场，魅力所引领命运的５人组合，献上最好的演唱会，并为最盛大规模的活动「美妙天堂梦幻巡游」拉开了序幕。「美妙天堂」的偶像们将会遇上兴趣盎然的新故事。被命运选中的５人将会是谁呢？哪个组合能在「梦幻剧场」展示最好的表演呢？"
"
13话 / 2012年7月5日 / 水島努 / 久米田康治 / 田中将賀 ",女子落语,13,じょしらく,840,7.5,(2406人评分),"由久米田康治所著、泰(ヤス)负责作画的漫画作品「女子落」，于今年1月初宣布了动画化的消息。这也是久米田康治继「再见！绝望先生」、「妄想改造人改藏」后第三部被改编成动画的作品，了解久米田康治的人都知道，富有个性的他创作出的作品也都独具特色，这部「女子落」也不例外，是一部集搞笑、讽刺等元素于一身的作品。,
,
    这部作品的名字是「女子落语」的略称，而何为落语？落语就是日本的传统曲艺形式之一，无论是表演的内容还是形式，其都与中国的传统单口相声相似。接下来让我们简单了解一下本作的内容，虽说作品名字包含有落语的意思，但漫画中只有每回第一页与篇名涉及到落语，而故事则是落语结束后在后台正式开始，而且是以一个很平常但却不引人注意的问题展开（比如喜欢狗还是猫呢？）。作品以不难理解、不具深意的会话让大家感受到这些女生的可爱之处。登场人物的名字是以在舞台上的标牌中出现这一特别方式传递给读者，各话标题的由来也是出自古典落语的讲题。,
,
    「女子落」将以TV动画的形式推出，预定于今年7月开始播放。动画将交给J.C.STAFF制作，监督是执导了「恶魔阿萨谢尔在召唤你」、「Another」、「侵略！乌贼娘」的水岛努，相信这部作品的题材对于他来说是小菜一碟吧，期待他导演出本作的精彩。角色设定交给了曾为「学园默示录」、「在盛夏等待」、「那朵花」设计角色的田中将贺负责，之前「龙虎斗」的原作插画与「女子落」的作画都是泰，两者也都由J.C.STAFF接手制作，动画人设为田中将贺也可以说是意料之中的事了。担当系列构成的横手美智子此前与水岛努有过多次合作，两人再度联手势必会很给力。音响监督是曾在不少动画中任同职的岩浪美和。强力的制作阵容让人越发期待动画的开播了。,
,
    声优方面，本作的主角红色长发的落语家芜罗亭魔梨威的出演声优为佐仓绫音，她曾经出演了「食梦者玛利」的玛利?梦魔、「萤火之森」的竹川萤等角色，而芜罗亭魔梨威这个高座名是由「血腥玛莉」中得来，看来佐仓绫音与“玛利”很有缘分。有着呆毛、喜欢猫的落语家波浪浮亭木胡桃由小岩井小鸟献声，小岩井小鸟是以出演「青之驱魔师」中吉国这一角色而出道的，作为新人，这是她第二次为TV动画献声。扎着马尾的落语家防波亭手寅将由出演了「UN-GO」的海胜梨江、「我的朋友很少」的楠幸村等角色的山本希望献声。戴着眼镜、会三味线的落语家空琉美游亭丸京将由乐队fripSide的第二代主唱南条爱乃献声。很会演戏的黑长直落语家暗落亭苦来将由出演了「蔷薇少女」的蔷薇水晶等角色的后藤沙绪里出演。"
"
51话 / 2008年4月10日 / 五十嵐卓哉 / 大久保篤 ",噬魂师,51,SOUL EATER,841,7.5,(2420人评分),　　死神武器职人专门学院，简称“死武专”，学院里的学生分为“工匠”和“武器”，他们的目的是收集“99个偏离人类轨道形成‘鬼神之卵’的灵魂”和“1个魔女的灵魂”，当“武器”吞噬这100个灵魂后就能升级成为死神专用武器 Death Scythe，而这一切都是为了防止“鬼神”的重新出现……
"
17话 / 2000-04-05 ",南方公园 第4季,17,South Park Season 4,842,7.6,(101人评分),
"
12话 / 2018年1月11日 / 眉月じゅん（小学館「週刊ビッグコミックスピリッツ」連載） ",恋如雨止,12,恋は雨上がりのように,843,7.5,(1550人评分),"“我，喜欢店长——”,
曾是田径部的王牌，但由于某个事件而放弃跑步的17岁女高中生·橘晶。,
不擅长表现感情，总被人误会成待人冷淡的晶，其视线的前方是自己在打工的家庭餐厅“Garden”的万年店长·近藤正己。,
对店长的心意满溢而出的晶，以及对于朝着命途多舛的自己而来的率直好意感到不知所措的近藤——。,
这是，在形形色色的雨滴轻柔下落当中，任何人都会联想到“那个时期”的，痛切的恋物语。"
"
1话 / 1993年12月18日 ",银河英雄传说 新战争的序曲,1,銀河英雄伝説 新たなる戦いの序曲,844,7.6,(94人评分),"　　描写的是从宇宙历七九五年、帝国历四八六年十月的第三次迪亚马特会战到宇宙历七九六年、帝国历四八七年二月的亚斯提会战之间的情节。帝国军的年轻上将莱因哈特和同盟军的不败英雄杨威利在片中初次显示了他们的实力。它的配乐采用了交响乐来衬托其气势，舰队对战时声势甚为浩大。,
　　片中还穿插了杨、拉普和洁西卡的三角关系。除此以外，基本上是正传的1、2集的重复与补充。 "
