Tip,chinese_name,content,episode,movie_name,ranking,score,score_num,summary
13话/2010年4月4日/新房昭之/中村光/杉山延寛,荒川爆笑团,在看《荒》之前，我一直以为自己跟这种番组很无缘，“吐槽”、“电波系”、“欢乐”等这些字眼让我对这个番组望而却步。我跟这个番组的孽缘，完全是开始于一个无聊的暑假，两个已经腐死的宅聚在一起，自然而然就是补番的好时机。虽然我的死党已经放弃了追看第二季，但我...,13,荒川アンダー ザ ブリッジ,599,7.6,4466,故事主人翁市之宫行是企业社长的儿子，事刻准备着继承那间世界顶尖的家族生意。从年幼的时候开始，父亲就告诉他“不欠人，不求人”的道理，生活时刻遵守家训。
26话/2003年10月2日/桜井弘明/野中英次/音地正行,魁！！库洛马迪高校,魁！库洛马迪高校评分：9吐槽：除银魂外唯一一部能让我要暂停笑一会儿才能接着看的爆笑动画，嗯，搞笑已经不能形容这部动画的笑点了，必须要写作爆笑。《男子高中生的日常·不良版》，OP前考哥提醒观众不要模仿的不良自白就带起了笑点，运用多种搞笑方式揉捏剧情，堪称教科书...,26,魁!!クロマティ高校,618,7.7,252,周刊少年magazine上连载中的最凶搞笑漫画『魁！！クロマティ高校』决定动画化！在化不可能为可能的クロマティ高校里，无论从哪方面而言都是危险分子的家伙们正在无差别胡闹！真诚而正派（？）的主人公神山、白痴中的白痴林田、唯一的逗哏角色前田、不良机器人高中生麦加泽、打架厉害但乘坐交通工具却意外很不在行的竹之内、打算统治全日本高中的北斗、迷之大猩猩般的大叔弗雷迪……唯我独尊！已经不能阻挡他们了！？
1话/1999年7月17日/高畑勲/石井寿一（いしいひさいち）,我的邻居山田君,吉卜力领先业界,1,ホーホケキョ となりの山田くん,626,7.6,438,山田先生是一个在表面上具有家长威严却又因小事而感到哀愁的普通公司职员，山田太太是有着浓重关西口音的家庭主妇，儿子阿德是个刚刚进入青春期学习一般的中学生，女儿野野子则是个天真的幼稚园小朋友，还有孩子们的老外婆——老却经常很酷的样子，说话总是一针见血。这样的家庭，太阳月亮底下一抓一大把，有亲情有中年的爱情也有嗑绊和饶舌，吵架了伤心了又和好了快乐了，秋天明媚但总要过去，家还是最温暖的，孩子们都在长大。
11话/2009年10月15日/中村健治/奥田英朗『イン・ザ・プール』、『空中ブランコ』、『町長選挙』/橋本敬史,空中秋千,看完了很感动啊，而且看似都是小章节，最后却能统统连起来，很有意思的动画,11,空中ブランコ,631,7.6,561,突然遭遇失败的空中秋千运动员、有极度恐高证的小流氓、有妄想证且自我感觉过分良好的模特……像这些抱着各种烦恼的病人，不断地拜访伊良部综合医院。在这里担任心理治疗的是院长的儿子伊良部一郎，他的助手是拥有F-CUP的性感护士真由美。对待病人，伊良部向他们注射不明所以的药水，给他们提出同治疗两字贴不上边的建议，为此他们都感到很迷惑。那么究竟这些病人能否医好心病，重拾健康呢？
26话/2010年4月6日/神志那弘志/安部譲二、柿崎正澄（小学館ヤングサンデーコミックス刊）/菊池愛,少年犯之七人,还是一贯的开场白，最近抽空把《二舍六房的七人》漫画补完了，那么照例来推荐一下这部作品，考虑到追看TV版的观众，还是不涉及剧透相关的内容。《二舍六房的七人》（少年犯之七人）是安部让二从2001年连载至今的漫画，今年22卷漫画刚刚完结，配合的漫画完结TV动画目前也正在...,26,RAINBOW 二舎六房の七人,642,7.6,923,由安部让二原作、柿崎正澄作画的日本青年漫画「少年犯之七人」，曾于2006年获第51回小学馆漫画赏大赏。2003年4月到2008年12月期间共发行了20卷单行本，累计销量超过300万部。该作自2001年起在小学馆发行的「周刊YOUNGSUNDAY」上连载，期间休载了一年，今年春天在「BigComicSpirits」上开始连载第四章。千呼万唤、一拖再拖，根据其改编的TV动画终于敲定在今年春季播出。故事讲述了昭和30年（1955年），6名16岁的少年因犯罪而进入“湘南特别少教所”的二舍六房，期间发生打架、逃狱、私刑等事件，与前辈樱哥渡过惨烈的每一天。出狱后他们铭记樱哥的教导，坚强地面对社会的不公平对待而开始各自的人生。本作对于原作者安部让二的经历而言是可称作自传的作品，其写实的画功展现的青春故事让读者赞不绝口。
13话/2013年4月6日/水島努/久保保久（講談社「イブニング」連載）/谷口淳一郎,恶魔阿萨谢尔在召唤你Z,================================以下为回顾=============================EVA/新世纪福音战士TV+剧场版1+2评分：-吐槽：新剧场版最后一部出了之后再刷一遍再写，看的年代太久远了而且当时屁都不懂。结局：-EVA/新世纪福音战士新剧场版序+破+Q评分：-吐...,13,よんでますよ、アザゼルさん。Z,644,7.6,1954,芥边侦探事务所，最强的无敌恶魔使芥边以及工读生助手佐隈，依照委托人的要求，召唤出恶魔来执行被委托案件。
1话/2010年7月17日/米林宏昌,借东西的小人阿丽埃蒂,这简直都是我的风格了，看完什么东西，有想法就去电脑里敲几个字。必然一下子写不下去什么，然后拖上个几个月，哪天蓦然想起——不是还要写点什么的嘛~《借东西的小人》看后几个月，不掺杂瞬间感动或莫名兴奋什么的感情，只是淡淡地回想和理性的分析的话，能留在脑海中是那...,1,借りぐらしのアリエッティ,645,7.6,2162,在《借东西的小人阿丽埃蒂》故事里，身高只有10公分的少女“阿丽埃蒂”与她的迷你家族，在日常生活中必须跟老鼠作战、还必须要躲过杀虫剂和补蟑屋等各种不同的危险。
25话/2009年4月5日/小野学/小林立/佐々木政勝,天才麻将少女,除了前三集不懂麻将懵一脸好无聊，后面全程好看。我不喜欢用天衣这种麻将救赎人生这么高大的剧情，所以大将战一般。反而最喜欢像团体战的部长，还有个人战的虐菜局，看得很燃又很爽。总得来说，我很佩服作者能把麻将这种看似无聊的东西写得那么有趣还有这动画一大票美...,25,咲-Saki-,649,7.6,3620,天才麻将少女宫永咲虽然还是一位刚升入高中一年级的学生，但是便能以正负0分的方式打完牌局从而创下赫赫威名。故事二号女主角原村和则是在全国中学生麻将大赛个人组中夺得冠军的少女，两人因缘而聚到了麻将部，并以高中校际比赛的顶点为目标展开一番自摸放炮的故事。
13话/2017年12月31日/三浦貴博・佐藤哲人/TAa／TYPE-MOON,卫宫家今天的饭,卫宫饭，像是一群朋友的聚餐这群中二的朋友刚刚给自己脑补了一出出“圣杯战争”，“命运长夜”之类的大戏戏演完了，坐下吃饭,13,衛宮さんちの今日のごはん,650,7.6,2448,Fate×料理所交织而出的美味并温柔的世界——
1话/2014年2月5日/出合小都美/緑川ゆき,夏目友人帐 曾几何时下雪之日,明明是发布时间晚于第4季。为什么有的合集偏要把这集和第1季连在一起？明明没有必然的剧情联系嘛,1,夏目友人帳 いつかゆきのひに,654,7.6,1006,『夏目友人帐』第四季的新作OVA。描写了能够看见妖怪的少年夏目与猫咪老师一起，和其他妖怪们进行交流的小故事。
1话/2010年11月6日,壳中少女 压缩,看三部之间的时间跨度太大了，搞的我完全忘记前面都讲了什么，还要回去再温习一下前面几部的剧情。(bgm38)作为一个典型小说宅，接触这部作品是因为在贴吧里看到有人推荐黑暗系作品里提到了它。上网查了一下，貌似评价还不错。于是就把这本书收到书架里了。但是一直...,1,マルドゥック・スクランブル 圧縮,664,7.6,1366,故事的主人公露恩·芭洛特是生活在马杜克市的未成年妓女。
52话/1994年10月16日/アミノテツロー/河森正治/桂憲一郎,超时空要塞7,最近突然打开自己的歌单，超时空要塞，听遍了F，听遍了初代，又听遍了7。macross7虽然剧情不算合理，但听的全是情怀。我是从macrossF认识的超时空要塞系列，同样，虽然剧情虎头蛇尾，但是音乐把星空宇宙的广袤深邃，男儿机战的豪迈，细腻流水的恋情都唱了出来，个人至今动画最喜...,52,マクロス7,667,7.6,481,故事发生在《超时空要塞》36年后，人类与外星人杰特拉帝人在战争之后握手言和。2038年从地球派出第37次超长距离宇宙移民船团－新Macross级超大型船团7号（NMCV-007）前往太空深处寻找适合人类生活的星球，直到2045年遇见神秘的原始恶魔军团，展开本系列的故事。
1话/2011年9月17日/緑川ゆき,萤火之森,头回看也是好几年前了，我的眼泪比闷夏的雨水多得多喽。有些东西看过一遍就有预感了----这不能是唯一一遍。那时候刚刚接触动漫，剧情也不长，情节简单干净，主题也分明。结局处理得最妙，骗了我不少眼泪。以前看剧代入感特别强。男主指尖开始萤化的时候，我就惊讶慌乱...,1,蛍火の杜へ,670,7.6,3978,某年夏天，6岁小女孩竹川萤来到爷爷家度假，她闯进了传说住满妖怪的山神森林。正当她因为迷路而焦急万分的时候，一个戴着狐狸面具的大男孩出现在她面前，并引领着萤找到回家的路。虽然萤分外感激，可是男孩却禁止她碰触自己的身体，原来这名叫银的男孩并非人类，他一旦被人类碰触就会烟消云散。在此后的日子里，萤和银成为好朋友，他们走遍了森林的每一个角落玩耍。日复一日，年复一年，每到夏天的时候萤就会如约来到森林和好朋友见面。她遵守着和银的约定，无论如何也不碰触银的身体。随着年龄的增长，萤和银对彼此的情感都悄悄发生了变化，他们共同期待相聚的日子，共同期待拥抱对方……
1话/2014-09-06(多伦多电影节)/2014-12-10(法国)/2016-08-12（中国大陆）/TommMoore,海洋之歌,地球表面70%的面积是海洋，沿海国家和地区超过180个，因此我们的精神，我们的文化，终究绕不开海洋。虽然是沿海国家，但天朝的文化里面，海洋一直是一个弱项。神话故事里面我想了半天也只想到了《精卫填海》。正因为海洋题材的稀少，一碰到海洋题材的文学，本人就异常敏感。...,1,Song of the Sea,671,7.6,394,故事背景设置在了现代社会，是有关于一个塞尔奇小精灵的民间传说，她是最后一个拥有着海豹外貌却能化为人形的生物，尝试着想要重新回到大海里——那是一个童话世界即将终结的时间点，所有只存在于民间传说中的生物全部在现代社会的影响下，愈加地堕落、腐败，他们根本就不想回去，可小精灵的歌声却是让他们回归的惟一办法……
12话/2011年7月4日/太田雅彦/なもり（一迅社「コミック百合姫」連載）/中島千明,摇曳百合,"当初正是我在班里大开后宫的时候（bushi前后左右都是妹子每天都做快乐的事情以至于同学都觉得我是百合班里的同好说我和京子简直一模一样，我发小和结衣一模一样(bgm12)动画内容很轻松搞笑画风也是我喜欢的那一挂女孩子们之间的友谊也很美好<divclass=""co...",12,ゆるゆり,673,7.6,4317,原作是《百合姫》连载中的百合漫画。
